Unique ID,Response Duration,Q16A. What is the most important thing you LIKE about the shown concept}?     This can include anything you would want kept for sure or aspects that might drive you to buy or try it…       Please type a detailed response in the space below,"Q16B. What is the most important thing you DISLIKE about the shown concept}?    This can include general concerns, annoyances, or any aspects of the product that need fixed for this to be more appealing to you...     Please type a detailed response in the space below.","Q18_1 What specific product that you are currently using would the shown product replace?
 Please type in ONE specific brand or product per space provided.","Q18_2 What specific product that you are currently using would the shown concept replace?
 Please type in ONE specific brand or product per space provided.","Q18_3 What specific product that you are currently using would the shown concept replace?
 Please type in ONE specific brand or product per space provided.",OE_Quality_Flag
3071,14.0,Light lager taste,Color,Coors light,Michelobe ultras,Coors,0
3072,16.0,I do like the lower calorie with some flavor trade off.,I don’t like the packaging and bottle design,Unanswered,Unanswered,Unanswered,0
3073,14.0,Idk I have never drink it,"I have never drink it again, why you make this question if I already answered before",Unanswered,Unanswered,Unanswered,0
3074,15.0,Unsure,Unsure,Bud light,Unsure,Unsure,0
3075,23.0,I like that its a different type of beer made by michelob ultra.,Nothing that I dislike about the description.,Unanswered,Unanswered,Unanswered,0
3076,21.0,"It would have to have a good taste,and be smootj",No dislikes,Unanswered,Unanswered,Unanswered,0
3077,8.0,I dont like mich ultra,Everything,Unanswered,Unanswered,Unanswered,0
3078,26.0,I like that its sold so that their targeted group can enjoy a lighter beer and still feel included at a gathering.,It just makes me think everyone who drinks it is part of a finiche brand of individuals,Unanswered,Unanswered,Unanswered,0
3079,23.0,The taste is smooth,It's smooth,Unanswered,Unanswered,Unanswered,0
3080,11.0,I don't like this,It's light beer,Unanswered,Unanswered,Unanswered,0
3081,17.0,Organic,Price,Unanswered,Unanswered,Unanswered,0
3084,56.0,"It looks tasty and unique, and has only 85 calories",Unanswered,Corona,Muller,Budlight,0
3085,9.0,70 calories per serving,third less alcohol,Unanswered,Unanswered,Unanswered,0
3088,10.0,"Brewed from the finest raw materials,it has a pure and refreshing taste",The price is a little expensive,Heineken,Michelob Ultra,Corona,0
3091,17.0,I don't drink this kind of beer,There nothing I dislike about this,Unanswered,Unanswered,Unanswered,0
3095,13.0,The quality,Nothing,Bud light,Stella artois,Miller light,0
3096,23.0,comes from a great brand for sure,nothing at all,corona,redstripe,nothing,0
3097,22.0,I have never drank this before,Never had it,Bud light,Budweiser,Coors,0
3098,43.0,I like that's it's low in calories and probably tastes good,I don't like the low alcohol volume,Corona,Budweiser,Tegate,0
3102,10.0,An alternative to Corona Mexican beer I like Corona better than Medela,It's just not as good as Corona It's not a bad beer it's just not as good,Corona Gold special,Heineken,Rolling Rock,0
3103,14.0,"Price, ingredients and brand",None to say,Michelle utral,Miller light,Coors light,0
3104,23.0,That there is natural ingredients in it,That is 9.99 for a 6pack that's a little expensive,Corona,Coors ight,Bud light,0
3105,11.0,I like that it seems light and refreshing and it's low on calories.,There isn't anything that I dislike about the product.,Busch,Budweiser,Bud Light,0
3107,24.0,The fact it's organic caught my attention fast and no artificial ingredients that's great.,None I want to try this exact type,Miller,Budwieser,Fosters,0
3109,16.0,I like the 70 calories it’s a low calorie drink,I would prefer a higher abv content in my beers,Unanswered,Unanswered,Unanswered,0
3110,17.0,That it's made by Anheiser Busch,That it's a light beer.,Unanswered,Unanswered,Unanswered,0
3111,19.0,It’s a standard beer and will always be ontop the rest of the company,Nothing at all that I dislike about the beer company,Busch light,Bud light,Coors light,0
3112,16.0,Always be ice cold,Girls in the comcarls,Budweiser,Icehouse,Mickalob,0
3113,6.0,Lighy,Nothing,White claw,Bud light,Snineroff,1
3114,28.0,I like how it is a light beer and is still high alcohol.,There's nothing to dislike.,One,Two,Three,0
3115,28.0,The color,The alcohol level low,Busch light,Bud light,Coors,0
3117,4.0,Because it's attractive,Price problem,Budweiser,Budweiser,rBudweiser,0
3120,10.0,it very good and appealing product with great and quality ingredients of the product,low teasing products and products services with low quality teasing,Unanswered,Unanswered,Unanswered,0
3121,11.0,It's nice that it's made from domestic ingredients.,"I've had Michelob beers before. I know what it'll taste like. It's not good. Also, light beer in general is terrible anyway.",Unanswered,Unanswered,Unanswered,0
3123,30.0,"I know that Michelob is a higher end beer and the taste reflects this. Based on the name of this product and the claims on the poster, I would expect the product to have an even smoother flavor than usual. I also like the price point of this product as well. Based on everything I see in this ""poster"" I would definitely buy the product just to try it.",The only thing I don't like is that the name of it is so long!,Bud light,Heineken,Corona light,0
3126,12.0,The brand,Price,Unanswered,Unanswered,Unanswered,0
3127,16.0,Organic American ingredients.,Too pricey for me.,Unanswered,Unanswered,Unanswered,0
3128,13.0,Detailed write-up of the beer's ingredientsat a great price!,There's nothing I don't like.,Heineken Light Beer,Budweiser Classic,1664,0
3129,39.0,none,none,Unanswered,Unanswered,Unanswered,0
3130,34.0,The label on the neck of the bottle,The taste.  It has no bite.,Coors.,Nade.,Bush,0
3131,14.0,the low carbs,the price,michelob ultra,none,none,0
3132,25.0,I like that it is low calorie and low carb,I don't really like this type flavor profile of beer,Unanswered,Unanswered,Unanswered,0
3133,25.0,It is made from domestic ingredients and is also less alcoholic.,There is nothing I dislike about the product.,Heineken,Lite,Lager,0
3135,9.0,There is nothing that I like.,There is nothing to dislike.,Unanswered,Unanswered,Unanswered,0
3137,10.0,The amount of calories in it,Nothing,Beer,seltzer,wine,0
3138,59.0,"Not too filling, easy to drink",Not a good taste for me,Schilling's,Boltlager,Trve,0
3139,13.0,Certified organic ingredients,The price is too high.,Bud Light,Miller light,Modelo,0
3140,9.0,"On the outside,it looks very refreshing,only 70 caolories is a plus",probaly the cost of it,Bud Light,Unanswered,Unanswered,0
3141,28.0,I like everything about it,Nothing,Budweiser,Bud light,Busch,1
3142,39.0,I like the product description,I would like to try the product,good,tasty,solid,0
3143,40.0,is very fresh and amazing to drink,nothing dislike really,heineken,coors,modelo,0
3145,12.0,It’s new,Nothing,Unanswered,Unanswered,Unanswered,0
3146,13.0,I like the less alcohol amount then others and way less calories.,Nothing I read or seen that I didn't like.,Bud light,Natural ice,Bush light,0
3147,9.0,the label pure gold and the low carbs,"no answer, seems like it would be a good beer",budlight,twisted teas,dos,0
3151,5.0,Its lower alcohol content is something i really like on long nights out,i worry about the flavor profile being watery,Corona Light,Michelob Ultra,Non-Alcoholic Beer,0
3152,11.0,NOTHING,NO TASTE,Unanswered,Unanswered,Unanswered,0
3156,18.0,Low calorie,Beer fills me up to quickly,Miller lite,Coors lite,Michelob ultra,0
3157,10.0,I like that it is a light lager beer,I don't like what Anheiser-Busch stands for,Unanswered,Unanswered,Unanswered,0
3158,13.0,I really don't like it because I don't like light beer,I dislike the fact that is a light beer,Unanswered,Unanswered,Unanswered,0
3159,14.0,The look is great. The description is well written.,Do not like light beer.,Unanswered,Unanswered,Unanswered,0
3160,3.0,I love the flavors and the bottle shape,Nothing I dislike,Unanswered,Unanswered,Unanswered,0
3161,8.0,Being crafted with the finest ingredients with only 70 calories is a must keep.,"I wish that there was more color to the label overall, especially where it states superior light beer.",Bud Light,Michelob Ultra,Mikes Hard,0
3163,8.0,The same way you have for now and unique to get financial stability,Nothing for now,Unanswered,Unanswered,Unanswered,0
3164,12.0,Likely to have a lot of flavor.,It’s a low ABV%,Unanswered,Unanswered,Unanswered,0
3166,12.0,That it is certified organic,Nothing,Michelob Ultra,Modelo,Corona,0
3167,14.0,Light taste that would go well with foos,Probably pretty expensive,Bud light,Miller light,Coora light,0
3168,23.0,I think it's high quality,Nothing,Smirnoff,Bud light,High noon,0
3169,27.0,It is expensive,I don’t like it,Max ice,Corona,Miller lite,0
3170,13.0,I think it looks like it won't give you a hangover,I don't know if I would prefer the taste.,Unanswered,Unanswered,Unanswered,0
3171,17.0,It is a light beer,It is too expensive,Unanswered,Unanswered,Unanswered,0
3172,28.0,No comment,Nothing,Corona,Nothing,Unanswered,0
3173,21.0,I prefer anything put out by Michelib .,I have no complaints about this larger .,Budweiser,Jameson,Jim beam,0
3174,16.0,"85 calories with a refreshing, 2 in 1 happiness",Refreshing & 85% calories,Budweiser,Mike's,Coors,1
3175,6.0,I like quality this product,Nothing dislike,tasty,high quality,innovative,0
3176,19.0,I like that it only has 70 calories.,There is nothing that I dislike.,Bud Light,Budweiser,Miller Lite,0
3177,11.0,"The low calories is appealing to me. If I were at a party and someone offered it to me, I would probably try it.","I don't have any relationship with Michelob, so I wouldn't feel eager in any way to give it a shot.",Unanswered,Unanswered,Unanswered,0
3178,14.0,I enjoy michelobe,Nothing,Corona,Budweiser,Odulsa,0
3179,12.0,calories and carbs,ABV and price,Unanswered,Unanswered,Unanswered,0
3180,12.0,IT'S A MICHELOB PRODUCT. I'LL DEFINITELY GIVE IT A TRY.,NOTHING DISLIKED,HEINEKEN,MOOSEHEAD,MODELO,0
3181,13.0,Only 85 calories.,"The color is unappealing, worried that it will be flavorless/flat-tasting.",Unanswered,Unanswered,Unanswered,0
3182,13.0,Thr label and logo are very appealing tbe name makes it sound like it tastes good,The alcohol content seems fairly low,Bud light,Coors,Corona,0
3183,23.0,Crisp and balanced beer with low calories.,I am not reading/seeing anything I dislike,Corona premier,Miller lite,Michelin ultra,0
3184,11.0,Low carbs and calories,Price,MGD,Busch,PBR,0
3186,17.0,It has an reasonable y,Dislike nothing about it,Unanswered,Unanswered,Unanswered,0
3187,24.0,American,Nothing,Unanswered,Unanswered,Unanswered,0
3188,15.0,70 calories,9.99 for a 6 pack,Michelob ultra,corona,shocktop,0
3189,9.0,Only has 70 calories,Doesn’t have much alcohol,Unanswered,Unanswered,Unanswered,0
3190,5.0,Tastes extremely great,Na,Water,Cokes,Milk,0
3191,17.0,Michelob,Nothing,Unanswered,Unanswered,Unanswered,0
3192,9.0,I’ll try any alcohol once,I’ll try anytime once,Michelob ultra,Michlob,Michelob,0
3193,10.0,"I like the taste of Michelob ultra, so this is probably good.",Unanswered,Michelob ultra,Bud light,Another beer,0
3194,43.0,The issue is amazing. Love the low calories and organic,The price,Ultra,Bud light,Coors light,0
3195,8.0,I like that it doesn't have a lot of calories,It's expensive,Unanswered,Unanswered,Unanswered,0
3196,13.0,I like the taste of the beer,Nothing,Miller Lite,Rum,Whiskey,0
3197,10.0,I like the design of this product very much and it sticks out as well.,Nothing what so ever.,Unanswered,Unanswered,Unanswered,0
3199,5.0,only 85 calories,light flavored beer,Unanswered,Unanswered,Unanswered,0
3200,5.0,Good color,What makes it different,Unanswered,Unanswered,Unanswered,0
3201,11.0,The golden color of the beer,Not a fan of mich ultra,Unanswered,Unanswered,Unanswered,0
3203,6.0,low carbs,nothing i dislike,uenling,bud light,water,0
3205,12.0,I like that it's organic and only 85 calories,The price is half the price of a 24pk of michelob light for 1/3 of the product.,Michelob ultra light,Miller light,Corona,0
3206,45.0,low calorie,"""Superior""",Michalob light,Blue Moon,Yardley,0
3207,9.0,low amount of calories,the packaging could be better,coors light,busch,miller,0
3208,19.0,I like that it has less calories unless alcohol,I think it's perfect the way it is,Keystone,Budweiser,Bud light,0
3209,12.0,The natural ingredients are appealing. Sounds healthy.,"The alcohol content is on the low end, not my first choice for that reason.",Unanswered,Unanswered,Unanswered,0
3210,18.0,It’s something new I would try,Norhibg,Unanswered,Unanswered,Unanswered,0
3211,14.0,Not much,I think it's all hype,Unanswered,Unanswered,Unanswered,0
3212,47.0,"It looks like it might be light, crisp, refreshing.",Nothing from what I can tell.,Coors Light,Dos Equis Light,Heineken Light,0
3214,8.0,"Beer, taste funny",Looks bad,Unanswered,Unanswered,Unanswered,0
3215,31.0,I like that it's made with American ingredients,It's low calorie,Unanswered,Unanswered,Unanswered,0
3217,7.0,I like the fancy bottle and the color of the beer,I dislike the price,Budweiser,Coors,Miller,0
3218,14.0,No artificial flavors or colors and only 85 calories,The price could be a little lower.,Unanswered,Unanswered,Unanswered,0
3219,12.0,The facts that it is low carb,The price,Busch light,Bud light,Coors light,0
1,8.0,It's a classic brand.,Nothing specific to dislike.,Unanswered,Unanswered,Unanswered,0
2,9.0,Taste,The glass,Unanswered,Unanswered,Unanswered,0
9,16.0,Why?,Pure is a misnomer,Unanswered,Unanswered,Unanswered,1
22,9.0,I have a lot to say,Not really,Unanswered,Beer,Drink,1
30,39.0,I love Michelob brand and the bottle shape and color is ery appealing,There is nothing I dislike,Unanswered,Unanswered,Unanswered,0
34,11.0,it's michelob,nothing,michelob ultra,na,na,0
54,14.0,I don't,Dislike,Unanswered,Unanswered,Unanswered,1
68,17.0,"Michelob ULTRA Pure Gold is distinguished by its use of organic ingredients and refreshing taste, with low calories.",Nothing,Other Light lagers,regular lagers or ales,Hard Seltzers,0
82,11.0,That it had less calories,Nothing,Unanswered,Unanswered,Unanswered,0
110,9.0,No response,No response,Unanswered,Unanswered,Unanswered,1
116,46.0,Smooth taste,I prefer Ultra Gold  nothing that I dislike,Unanswered,Unanswered,Unanswered,0
122,11.0,I would buy it if they were out of my regular beer. It's not bad and is more refreshing than some other light beers.,It can be a bit harsh on the after taste but not too bad.,Keystone,Bud Light,Budweiser,0
139,8.0,I don’t like it.,It looks bad.,Budweiser,Carona,Miller,1
164,35.0,I have try it see how smoothly it goes down,I have no dislikes,Corona,Bud light,Miller light,0
186,9.0,I like michelob,Nothing,Unanswered,Unanswered,Unanswered,0
220,13.0,I like the taste and it doesn't leave my gut feeling heavy,I don't dislike anything,Budweiser,Miller high Life,211,0
243,10.0,Quality,Not sure,Good,Gold,Usda,1
248,15.0,really good qualiyt and good offerings,the taste could be stronger,Unanswered,Unanswered,Unanswered,0
252,16.0,It has a smooth and refreshing taste,Nothing,Golsh,Bud lite,Bud dry,0
257,13.0,i didnt say i did,i dont do light beer,Unanswered,Unanswered,Unanswered,0
294,16.0,Low calorie and low carbs,It is a brand my father used to drink.,Unanswered,Unanswered,Unanswered,0
324,10.0,The taste and quality,Unanswered,Unanswered,Unanswered,Unanswered,0
351,10.0,I liked the colors that were used.  I also liked that it was light.,There was nothing that I did not like about it.,Unanswered,Unanswered,Unanswered,0
382,28.0,Better name,Don't dislike it it's just preferable not my drink,Unanswered,Unanswered,Unanswered,0
419,7.0,It sounds interesting,none,coors light,keystone light,bud light,0
420,13.0,Its packaging is appealing right off the bat. Its rich and thick taste basically makes my mouth salivate.,It looks perfect.,Corona,Beck’s,Heineken,0
446,8.0,"It looks refreshing and delicious,  I like the low calorie feature",Theres nothing that I disliked about it,Heineken silver,Modelo,Dos equis,0
481,8.0,The price,I dislike nothing,Unanswered,Unanswered,Unanswered,1
